name,aliases,category,source,external_id,search_text,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sodium_100g,sugar_100g,saturated_fat_100g,brands,original_name_en
Bicarbonato de sodio,{},outros,ai_estimated,7896902206380,bicarbonato de sodio,,,,,,,,,,
Salt Plus! Original,{},outros,ai_estimated,7896005223475,salt plus! original,,,,,,,,,Águia,
Língua portuguesa,{},outros,ai_estimated,9788541821315,língua portuguesa,,,,,,,,,geração alpha,
Vitoria fraterna Surda,{},outros,ai_estimated,6980201761129,vitoria fraterna surda,,,,,,,,,ofc.vitoria_fraterna_23,
Escala,{},outros,ai_estimated,7898064270988,escala,,,,,,,,,,
Flanax 550mg,{},outros,ai_estimated,7891106006507,flanax 550mg,,,,,,,,,,Flanax 550mg
Allegra 60mg,{},outros,ai_estimated,7891058024314,allegra 60mg,,,,,,,,,,Allegra 60mg
Coagulante Líquido Enzima Quimosina Microbiana para Fabricação de Queijos,{},outros,ai_estimated,7896273400011,coagulante líquido enzima quimosina microbiana para fabricação de queijos,,,,,,,,,Ha-La,
Água Platina S/Gás 510ml,{},outros,ai_estimated,7898955519042,água platina s/gás 510ml,,,,,,,,,,
Gelo Cubo Bi-Filtrado,{},outros,ai_estimated,7898925601418,gelo cubo bi-filtrado,,,,,,,,,Gelotec,
Gelo Escama,{},outros,ai_estimated,7898925014027,gelo escama,,,,,,,,,Gelotec,
Repelente elétrico L12 P10 Refil Noite Tranquila,{},outros,ai_estimated,7891035024696,repelente elétrico l12 p10 refil noite tranquila,,,,,,,,,,
Absolute Zero,{},outros,ai_estimated,49911848,absolute zero,,,,,,,,,Monster Energy,Absolute Zero
Hidramais,{},outros,ai_estimated,7896369161499,hidramais,,,,,,,,,,
Mistério,{},outros,ai_estimated,7894900095104,mistério,,,,,,,,,Fanta,Mistério
Refrigerante Orgânico Lemon Sour Zero Sódio Wewi Garrafa 255ml,{},outros,ai_estimated,7898950338471,refrigerante orgânico lemon sour zero sódio wewi garrafa 255ml,,,,,,,,,WEWI,
Água Tônica Prata Zero Lata 269ml,{},outros,ai_estimated,7897123885996,água tônica prata zero lata 269ml,,,,,,,,,PRATA,
Adoçante Em Pó Sucralose Zero Sódio Linea Forno Fogão Pote 70g,{},outros,ai_estimated,7896001250789,adoçante em pó sucralose zero sódio linea forno fogão pote 70g,,,,,,,,,SUCRALOSE,
Adoçante Em Pó Eritritol Zero Lactose Zero Cal Caixa 150g 30 Unidades,{},outros,ai_estimated,7896094919624,adoçante em pó eritritol zero lactose zero cal caixa 150g 30 unidades,,,,,,,,,ZERO CAL,
Refrigerante Coca Cola Coca S/acucar Lv Pg Pet 2l 7894900027488,{},outros,ai_estimated,7894900027488,refrigerante coca cola coca s/acucar lv pg pet 2l 7894900027488,,,,,,,,,COCA COLA,
Sal Rosa Do Himalaia Grosso Com Moedor Integral Br Spices Salt Selection Vidro 100g,{},outros,ai_estimated,7898946900552,sal rosa do himalaia grosso com moedor integral br spices salt selection vidro 100g,,,,,,,,,HIMALAYA,
"Sal De Parrilla Com Pimenta Do Reino Para Churrasco Br Spices Frasco 1,04kg",{},outros,ai_estimated,7898635642312,"sal de parrilla com pimenta do reino para churrasco br spices frasco 1,04kg",,,,,,,,,BR SPICES,
Sal De Parrilla Para Churrasco Br Spices Frasco 330g,{},outros,ai_estimated,7898635640202,sal de parrilla para churrasco br spices frasco 330g,,,,,,,,,BR SPICES,
Sal Rosa Do Himalaia Com Moedor Ervas Finas Br Spices Gourmet Vidro 100g,{},outros,ai_estimated,7898946900965,sal rosa do himalaia com moedor ervas finas br spices gourmet vidro 100g,,,,,,,,,BR SPICES,
Coca light 310ml,{},outros,ai_estimated,7894900131154,coca light 310ml,,,,,,,,,COCA-COLA,
Sal Marinho Com Moedor Integral Br Spices Salt Selection Vidro 100g,{},outros,ai_estimated,7898946900958,sal marinho com moedor integral br spices salt selection vidro 100g,,,,,,,,,BR SPICES,
"Sal De Parrilla Uruguaio Com Salsa Criolla Para Churrasco Br Spices Frasco 1,01kg",{},outros,ai_estimated,7898635643470,"sal de parrilla uruguaio com salsa criolla para churrasco br spices frasco 1,01kg",,,,,,,,,BR SPICES,
Sal Do Atacama Grosso Com Moedor Br Spices Salt Selection Vidro 100g,{},outros,ai_estimated,7898635640424,sal do atacama grosso com moedor br spices salt selection vidro 100g,,,,,,,,,BR SPICES,
Água Tônica Zero Açúcar Antarctica Lata 269ml,{},outros,ai_estimated,7891991015943,água tônica zero açúcar antarctica lata 269ml,,,,,,,,,TONICA ANTARCTICA,
Refrigerante Soda Prata Club Soda Lata 269ml,{},outros,ai_estimated,7897123886085,refrigerante soda prata club soda lata 269ml,,,,,,,,,PRATA,
Água Tônica Orgânica Ginger Zero Sódio Wewi Premium Garrafa 255ml,{},outros,ai_estimated,7898950338365,água tônica orgânica ginger zero sódio wewi premium garrafa 255ml,,,,,,,,,WEWI,Água Tônica Orgânica Ginger Zero Sódio Wewi Premium Garrafa 255ml
Adoçante Líquido Stevia Zero Cal Caixa 80ml,{},outros,ai_estimated,7896094915046,adoçante líquido stevia zero cal caixa 80ml,,,,,,,,,STEVIA,
Grosso Cisne Churrasco Pacote 1 Kg,{},outros,ai_estimated,7896035210018,grosso cisne churrasco pacote 1 kg,,,,,,,,,CISNE,
Sal De Parrilla Com Alho Para Churrasco Br Spices Frasco 370g,{},outros,ai_estimated,7898635643500,sal de parrilla com alho para churrasco br spices frasco 370g,,,,,,,,,BR SPICES,
Pack Adoçante Líquido Sucralose Zero Cal Frasco 200ml 2 Unidades Grátis 50 Desconto Na Segunda Unidade,{},outros,ai_estimated,7896094912779,pack adoçante líquido sucralose zero cal frasco 200ml 2 unidades grátis 50 desconto na segunda unidade,,,,,,,,,ZERO CAL,
Sal Rosa Do Himalaia Fino Bombay Herbs Spices Pouch 500g,{},outros,ai_estimated,7898453417154,sal rosa do himalaia fino bombay herbs spices pouch 500g,,,,,,,,,HIMALAIA,
Adoçante Em Pó Sucralose Finn Caixa 30g 50 Unidades,{},outros,ai_estimated,7898928577932,adoçante em pó sucralose finn caixa 30g 50 unidades,,,,,,,,,SUCRALOSE,
Adoçante Em Pó Sucralose Zero Cal Caixa 30g 50 Unidades,{},outros,ai_estimated,7896094919853,adoçante em pó sucralose zero cal caixa 30g 50 unidades,,,,,,,,,SUCRALOSE,
"Refrigerante Cola Zero Açúcar Pepsi Black Garrafa 1,5l",{},outros,ai_estimated,7892840820664,"refrigerante cola zero açúcar pepsi black garrafa 1,5l",,,,,,,,,BLACK,
"Sal De Parrilla Com Alho Para Churrasco Br Spices Frasco 1,015kg",{},outros,ai_estimated,7898635642305,"sal de parrilla com alho para churrasco br spices frasco 1,015kg",,,,,,,,,BR SPICES,
Refrigerante Orgânico Cola Zero Sódio Wewi Lata 350ml,{},outros,ai_estimated,7898950338068,refrigerante orgânico cola zero sódio wewi lata 350ml,,,,,,,,,WEWI,
Água Tônica Gengibre Zero Açúcar Antarctica Lata 269ml,{},outros,ai_estimated,7891991015981,água tônica gengibre zero açúcar antarctica lata 269ml,,,,,,,,,TONICA ANTARCTICA,
Refrigerante Guaraná Zero Adição De Açúcar Fanta Garrafa 2l,{},outros,ai_estimated,7894900094022,refrigerante guaraná zero adição de açúcar fanta garrafa 2l,,,,,,,,,FANTA,
Refrigerante Cola Zero Açúcar Zero Sódio Wewi Garrafa 255ml,{},outros,ai_estimated,7898950338440,refrigerante cola zero açúcar zero sódio wewi garrafa 255ml,,,,,,,,,WEWI,
Pack Refrigerante Sem Açúcar Coca Cola Garrafa 6 Unidades 600ml Cada Leve Mais Pague Menos,{},outros,ai_estimated,7894900702606,pack refrigerante sem açúcar coca cola garrafa 6 unidades 600ml cada leve mais pague menos,,,,,,,,,COCA COLA,
Adoçante Em Pó Sucralose Zero Cal Caixa 40g 50 Unidades,{},outros,ai_estimated,7896094906648,adoçante em pó sucralose zero cal caixa 40g 50 unidades,,,,,,,,,ZERO CAL,
Água Tônica Zero Açúcar Fys Lata 350ml,{},outros,ai_estimated,7896052607587,água tônica zero açúcar fys lata 350ml,,,,,,,,,Fys,
Adoçante Líquido Zero Cal Caixa 100ml,{},outros,ai_estimated,7896094906624,adoçante líquido zero cal caixa 100ml,,,,,,,,,ZERO CAL,
Pack Refrigerante Sem Açúcar Coca Cola Lata 6 Unidades 350ml Cada Leve Mais Pague Menos,{},outros,ai_estimated,7894900701326,pack refrigerante sem açúcar coca cola lata 6 unidades 350ml cada leve mais pague menos,,,,,,,,,COCA COLA,
Refrigerante Guaraná Zero Açúcar Zero Sódio Wewi Lata 350ml,{},outros,ai_estimated,7898950338112,refrigerante guaraná zero açúcar zero sódio wewi lata 350ml,,,,,,,,,WEWI,
Refrigerante Orgânico Cola Zero Sódio Wewi Garrafa 255ml,{},outros,ai_estimated,7898950338433,refrigerante orgânico cola zero sódio wewi garrafa 255ml,,,,,,,,,WEWI,
"Sal Marinho Para Costela Br Spices Frasco 1,01kg",{},outros,ai_estimated,7898635643586,"sal marinho para costela br spices frasco 1,01kg",,,,,,,,,BR SPICES,
Água Mineral Soda Com Gás Prata Club Soda Garrafa 200ml,{},outros,ai_estimated,7897123886078,água mineral soda com gás prata club soda garrafa 200ml,,,,,,,,,PRATA,
Água Tônica Clássica Orgânica Zero Sódio Wewi Premium Lata 269ml,{},outros,ai_estimated,7898950338150,água tônica clássica orgânica zero sódio wewi premium lata 269ml,,,,,,,,,PREMIUM,
Refrigerante Laranja Zero Adição De Açúcar Fanta Garrafa 2l,{},outros,ai_estimated,7894900151510,refrigerante laranja zero adição de açúcar fanta garrafa 2l,,,,,,,,,Fanta,refrigerante saborizado com frutas de baixa caloria
"Sal De Parrilla Para Churrasco Br Spices Frasco 1,01kg",{},outros,ai_estimated,7898635643609,"sal de parrilla para churrasco br spices frasco 1,01kg",,,,,,,,,BR SPICES,
Água Tônica 3 Limões Zero Açúcar Antarctica Lata 269ml,{},outros,ai_estimated,7891991015967,água tônica 3 limões zero açúcar antarctica lata 269ml,,,,,,,,,TONICA ANTARCTICA,
Soda limonada zero açúcar,{},outros,ai_estimated,7891991000819,soda limonada zero açúcar,,,,,,,,,SODA ANTARCTICA,
Adoçante Líquido Sucralose Finn Caixa 65ml,{},outros,ai_estimated,7898928577536,adoçante líquido sucralose finn caixa 65ml,,,,,,,,,FINN,
Fanta Laranja Zero Lt 350 Ml 6/1,{},outros,ai_estimated,7894900049831,fanta laranja zero lt 350 ml 6/1,,,,,,,,,,
Sal Rosa Do Himalaia Fino Com Tampa Dosadora Br Spices Salt Selection Vidro 100g,{},outros,ai_estimated,7898635644200,sal rosa do himalaia fino com tampa dosadora br spices salt selection vidro 100g,,,,,,,,,BR SPICES,
Sal Do Atacama Fino Com Tampa Dosadora Br Spices Salt Selection Vidro 100g,{},outros,ai_estimated,7898635644194,sal do atacama fino com tampa dosadora br spices salt selection vidro 100g,,,,,,,,,BR SPICES,
Adoçante Líquido Stevia Splenda Caixa 60ml,{},outros,ai_estimated,0722776005095,adoçante líquido stevia splenda caixa 60ml,,,,,,,,,SPLENDA,
Adoçante Em Pó Sucralose Splenda Caixa 40g 50 Unidades,{},outros,ai_estimated,0722776004654,adoçante em pó sucralose splenda caixa 40g 50 unidades,,,,,,,,,SPLENDA,
Adoçante Líquido Sucralose Splenda Caixa 65ml,{},outros,ai_estimated,0722776005088,adoçante líquido sucralose splenda caixa 65ml,,,,,,,,,SPLENDA,
Adoçante Em Pó Stevia Splenda Caixa 40g 50 Unidades,{},outros,ai_estimated,0722776004661,adoçante em pó stevia splenda caixa 40g 50 unidades,,,,,,,,,SPLENDA,
Câmera,{},outros,ai_estimated,6920220429228,câmera,,,,,,,,,coibeu,
Flor de sal - premium / Mr. Maker,{},outros,ai_estimated,7897518201776,flor de sal - premium / mr. maker,,,,,,,,,,
Sea Salt,{},outros,ai_estimated,7892840821722,sea salt,,,,,,,,,Pop Corners,Pop Corners Sea Salt
Multivitamínico - DUX,{},outros,ai_estimated,7898641073384,multivitamínico - dux,,,,,,,,,,Multivitamínico - DUX
AGUA C/GAS LEVEN 510ML,{},outros,ai_estimated,0290572737415,agua c/gas leven 510ml,,,,,,,,,Leven,
Adoçante em pó,{},outros,ai_estimated,7896094928770,adoçante em pó,,,,,,,,,Zero Cal,Adoçante em pó
Fermento apti,{},outros,ai_estimated,7896327512967,fermento apti,,,,,,,,,,
06:39 VENC:27/12/24,{},outros,ai_estimated,7898972607067,06:39 venc:27/12/24,,,,,,,,,,
Corante catupuri,{},outros,ai_estimated,7896728946644,corante catupuri,,,,,,,,,,
Bioleve zero limão,{},outros,ai_estimated,7896843200201,bioleve zero limão,,,,,,,,,,Bioleve zero limão
Adoçante Lowsugar com Stevia - Lowsugar,{},outros,ai_estimated,7896292000186,adoçante lowsugar com stevia - lowsugar,,,,,,,,,Lowsugar,Adoçante Lowsugar com Stevia - Lowsugar
REPELEX P,{},outros,ai_estimated,7891035621109,repelex p,,,,,,,,,Kaique,REPELEX P
Adoçante dietético em pó granular,{},outros,ai_estimated,7896001250796,adoçante dietético em pó granular,,,,,,,,,Linea,Adoçante dietético em pó granular
Adoçante dietético em pó,{},outros,ai_estimated,7896589403959,adoçante dietético em pó,,,,,,,,,Mngrins,Adoçante dietético em pó
Gatorade ZERO,{},outros,ai_estimated,7892840820671,gatorade zero,,,,,,,,,Gatorade,Gatorade ZERO
Guaraviton sem açúcar,{},outros,ai_estimated,7896326100257,guaraviton sem açúcar,,,,,,,,,Guaraviton,Guaraviton sem açúcar
Vitamina A-Z mulher,{},outros,ai_estimated,7896714269900,vitamina a-z mulher,,,,,,,,,Neo quimica,Vitamina A-Z mulher
Água Com Gás,{},outros,ai_estimated,7896263501391,água com gás,,,,,,,,,Levity,Água com gás
V-FORT ULTRA,{},outros,ai_estimated,7898665433157,v-fort ultra,,,,,,,,,Vitafor,V-FORT ULTRA
Bioleve zero - Bioleve,{},outros,ai_estimated,7896843200263,bioleve zero - bioleve,,,,,,,,,,Bioleve zero - Bioleve
C-Triple - Divina,{},outros,ai_estimated,7898966313103,c-triple - divina,,,,,,,,,,C-Triple - Divina
7891149011001,{},outros,ai_estimated,7891149011001,7891149011001,,,,,,,,,,
7891149201006,{},outros,ai_estimated,7891149201006,7891149201006,,,,,,,,,,
ProBio2,{},outros,ai_estimated,7891097105043,probio2,,,,,,,,,,ProBio2
Magnesio inositol,{},outros,ai_estimated,7899941201750,magnesio inositol,,,,,,,,,Equaliv,Magnesio inositol
Fermento em pó,{},outros,ai_estimated,7898409951046,fermento em pó,,,,,,,,,Fleischmann,Fermento em pó
Neproxeno Sódico 550mg CPD 10 Neo,{},outros,ai_estimated,7896714214405,neproxeno sódico 550mg cpd 10 neo,,,,,,,,,,Neproxeno Sódico 550mg CPD 10 Neo
Memo Neuro Lavitan,{},outros,ai_estimated,7897947612358,memo neuro lavitan,,,,,,,,,,Memo Neuro Lavitan
Cabelos e Unhas vitaminas,{},outros,ai_estimated,7896714291246,cabelos e unhas vitaminas,,,,,,,,,,Cabelos e Unhas vitaminas
Zinco+Quelado 28mg,{},outros,ai_estimated,7898927980764,zinco+quelado 28mg,,,,,,,,,,Zinco+Quelado 28mg
Divis Slim,{},outros,ai_estimated,7899516208665,divis slim,,,,,,,,,,Divis Slim
Gotas Laxante,{},outros,ai_estimated,7896331704808,gotas laxante,,,,,,,,,Rapilax,
Vitamina b12 - Maxinutri,{},outros,ai_estimated,7898593050488,vitamina b12 - maxinutri,,,,,,,,,,Vitamina b12 - Maxinutri
Avane skin,{},outros,ai_estimated,7898959659324,avane skin,,,,,,,,,Biosante,Avane skin
Magnésio Dimalato,{},outros,ai_estimated,7898714761521,magnésio dimalato,,,,,,,,,,Magnésio Dimalato
Água com Gas,{},outros,ai_estimated,7898932527367,água com gas,,,,,,,,,,Água com Gas
Coca zero - coca cola - coca cola - coca cola,{},outros,ai_estimated,78966673,coca zero - coca cola - coca cola - coca cola,,,,,,,,,,Coca zero - coca cola - coca cola - coca cola
Vitamina B12,{},outros,ai_estimated,7898655576567,vitamina b12,,,,,,,,,Health labs,Vitamina B12
Stevia - Wolfs,{},outros,ai_estimated,7908385300049,stevia - wolfs,,,,,,,,,,Stevia - Wolfs
Fanta laranja sem açúcar,{},outros,ai_estimated,7894900460018,fanta laranja sem açúcar,,,,,,,,,,Fanta laranja sem açúcar
Creatina monohidratada - Soldiers,{},outros,ai_estimated,7909389238154,creatina monohidratada - soldiers,,,,,,,,,,Creatina monohidratada - Soldiers
Creatina turbo - Black Skull,{},outros,ai_estimated,7898708739994,creatina turbo - black skull,,,,,,,,,,Creatina turbo - Black Skull
Creatina monohidratada,{},outros,ai_estimated,7898744162060,creatina monohidratada,,,,,,,,,,Creatina  monohidratada
Fermented Químico Em Pó,{},outros,ai_estimated,0672404126312,fermented químico em pó,,,,,,,,,Royal,
Creatina powder,{},outros,ai_estimated,7898965342203,creatina powder,,,,,,,,,,Creatina powder
Guaraná Antarctica Zero,{},outros,ai_estimated,0678963100299,guaraná antarctica zero,,,,,,,,,Ambev,
Agua com gás,{},outros,ai_estimated,7896579330074,agua com gás,,,,,,,,,,Agua com gás
Sal Grosso Lebre,{},outros,ai_estimated,7896110100814,sal grosso lebre,,,,,,,,,Lebre,
Sal refinado Globo,{},outros,ai_estimated,7896029310014,sal refinado globo,,,,,,,,,Globo,
Sal Refinado Lebre,{},outros,ai_estimated,8896172103043,sal refinado lebre,,,,,,,,,Lebre,
Sal Grosso Aji,{},outros,ai_estimated,7891132080038,sal grosso aji,,,,,,,,,Aji,
Lenço umedecido,{},outros,ai_estimated,7898172343208,lenço umedecido,,,,,,,,,Anjinho,
Mix pro creatine,{},outros,ai_estimated,7899941203570,mix pro creatine,,,,,,,,,,Mix pro creatine
Gengibirra zero,{},outros,ai_estimated,7896188400885,gengibirra zero,,,,,,,,,,Gengibirra zero
7898215152897,{},outros,ai_estimated,7898215152897,7898215152897,,,,,,,,,,
Guaraná mineiro zero,{},outros,ai_estimated,7897184000130,guaraná mineiro zero,,,,,,,,,,Guaraná mineiro zero
Sucralose culinario,{},outros,ai_estimated,7896589403126,sucralose culinario,,,,,,,,,,Sucralose culinario
Terere,{},outros,ai_estimated,7893177203076,terere,,,,,,,,,Madrugada,
Sache pedigree AD pq cne,{},outros,ai_estimated,7896029022245,sache pedigree ad pq cne,,,,,,,,,,Cuzcuz
Cloreto de magnésio p.a.,{},outros,ai_estimated,7896023706493,cloreto de magnésio p.a.,,,,,,,,,,Cloreto de magnésio p.a.
Sal Grosso Tempero Especial,{},outros,ai_estimated,7898061680575,sal grosso tempero especial,,,,,,,,,Bom Gosto,
Creatina monohidratada 100%,{},outros,ai_estimated,7896311768233,creatina monohidratada 100%,,,,,,,,,Nutrify,Creatina monohidratada 100%
Extra power zero calorias,{},outros,ai_estimated,7896005403730,extra power zero calorias,,,,,,,,,,Extra power zero calorias
Suco em pó zero açúcar,{},outros,ai_estimated,7896327513889,suco em pó zero açúcar,,,,,,,,,,Suco em pó zero açúcar
Acetilcisteína,{},outros,ai_estimated,00010538,acetilcisteína,,,,,,,,,,Acetilcisteína
Super Caffeine,{},outros,ai_estimated,7898171782022,super caffeine,,,,,,,,,Tiaraju,Super Caffeine
Cafeína thermo 400,{},outros,ai_estimated,7898704760145,cafeína thermo 400,,,,,,,,,,Cafeína thermo 400
Suplemento alimentar de eletrólitos,{},outros,ai_estimated,7898636193516,suplemento alimentar de eletrólitos,,,,,,,,,,Suplemento alimentar de eletrólitos
Extra salts,{},outros,ai_estimated,7897836683612,extra salts,,,,,,,,,Exceed,Extra salts
Creatlire,{},outros,ai_estimated,7898713951053,creatlire,,,,,,,,,,Creatlire
Enterogermina Criança e Adulto flac 10,{},outros,ai_estimated,7891058016999,enterogermina criança e adulto flac 10,,,,,,,,,,Enterogermina Criança e Adulto flac 10
Agua com gas,{},outros,ai_estimated,7898210050525,agua com gas,,,,,,,,,,Agua com gas
Thermo cutter,{},outros,ai_estimated,7898583339463,thermo cutter,,,,,,,,,,Thermo cutter
Boneca helokyt,{},outros,ai_estimated,4711269687265,boneca helokyt,,,,,,,,,,
Shot thermo,{},outros,ai_estimated,7899941202467,shot thermo,,,,,,,,,,Shot thermo
Hho,{},outros,ai_estimated,7896447508215,hho,,,,,,,,,,Hho
Copao,{},outros,ai_estimated,7898918000754,copao,,,,,,,,,,Copao
Adoçante 5 gotas,{},outros,ai_estimated,7896369617552,adoçante 5 gotas,,,,,,,,,,Adoçante 5 gotas
Sabor Artificial de Morango,{},outros,ai_estimated,6855945911072,sabor artificial de morango,,,,,,,,,"Sustagen Kids,Sustagen",
"Chá misto maracujá, laranja e gengibre",{},outros,ai_estimated,7891098042231,"chá misto maracujá, laranja e gengibre",,,,,,,,,,"Chá misto maracujá, laranja e gengibre"
Vitamina c,{},outros,ai_estimated,7898591452390,vitamina c,,,,,,,,,,Vitamina c
Mashboo,{},outros,ai_estimated,7908228805984,mashboo,,,,,,,,,,Mashboo
Agua escura,{},outros,ai_estimated,7897075117299,agua escura,,,,,,,,,,Agua escura
Adoçante stevia,{},outros,ai_estimated,7896589404581,adoçante stevia,,,,,,,,,,Adoçante stevia
Agua copo,{},outros,ai_estimated,7894900530049,agua copo,,,,,,,,,,
YPÊ TIRA LIMO 520g,{},outros,ai_estimated,7896098909935,ypê tira limo 520g,,,,,,,,,,YPÊ  TIRA LIMO 520g
VEJA BANHEIRO TIRA LIMO 2 EM 1 Cloro Ativo,{},outros,ai_estimated,7891035209505,veja banheiro tira limo 2 em 1 cloro ativo,,,,,,,,,,VEJA BANHEIRO TIRA LIMO 2 EM 1 Cloro Ativo
Urca Tira Manchas Líquido,{},outros,ai_estimated,7896056403987,urca tira manchas líquido,,,,,,,,,,urca Tira Manchas Líquido
Mon Bijou LAVA ROUPAS roupas íntimas 300 ml,{},outros,ai_estimated,7891022853155,mon bijou lava roupas roupas íntimas 300 ml,,,,,,,,,,Mon Bijou  LAVA ROUPAS roupas íntimas  300 ml
TEIÚ LAVA ROUPA COCO 500ml,{},outros,ai_estimated,7896394805184,teiú lava roupa coco 500ml,,,,,,,,,,TEIÚ LAVA ROUPA  COCO 500ml
YPÊ ANTIBAC DESINFETANTE 500ml,{},outros,ai_estimated,7896098904367,ypê antibac desinfetante 500ml,,,,,,,,,,YPÊ  ANTIBAC DESINFETANTE 500ml
ARIEL CORES RADIANTES 700ml,{},outros,ai_estimated,7500435141987,ariel cores radiantes 700ml,,,,,,,,,,ARIEL CORES RADIANTES 700ml
Flfl,{},outros,ai_estimated,0790234017355,flfl,,,,,,,,,,Flfl
Olichia,{},outros,ai_estimated,7898961690209,olichia,,,,,,,,,,Olichia
Sal lebre Parrilha,{},outros,ai_estimated,7896110195162,sal lebre parrilha,,,,,,,,,Sal lebre,
Sabão de coco em pó,{},outros,ai_estimated,7897664120037,sabão de coco em pó,,,,,,,,,Minuano,
Quyblitro,{},outros,ai_estimated,7898238650165,quyblitro,,,,,,,,,,Quyblitro
